116.2860242,39.851592599999996,1,0,0,0,1000,0,0,1,2,0,0,0,0,0,0,0,0,0,0
116.2860822,39.851196899999998,2,0,0,0,1000,0,0,4,1,2,13,18,0,0,0,0,0,0,0
116.287002,39.851179199999997,4,0,0,0,1000,0,0,4,4,5,16,18,0,0,0,0,0,0,0
116.2871394,39.851073800000002,5,0,0,0,1000,0,0,3,4,6,16,0,0,0,0,0,0,0,0
116.28715099999999,39.850884200000003,6,0,0,0,1000,0,0,2,5,7,0,0,0,0,0,0,0,0,0
116.2867588,39.850812900000001,7,0,0,0,1000,0,0,3,6,8,11,0,0,0,0,0,0,0,0
116.2866872,39.850645800000002,8,0,0,0,1000,0,0,3,7,9,11,0,0,0,0,0,0,0,0
116.2867057,39.850402199999998,9,0,0,0,1000,0,0,2,8,10,0,0,0,0,0,0,0,0,0
116.28635319999999,39.850357099999997,10,0,0,0,1000,0,0,1,9,0,0,0,0,0,0,0,0,0,0
116.28653129999999,39.850794999999998,11,0,0,0,1000,0,0,11,12,7,8,11,11,11,11,11,11,11,11
116.2862312,39.850762400000001,12,0,0,0,1000,0,0,3,11,13,14,0,0,0,0,0,0,0,0
116.2861262,39.850917099999997,13,0,0,0,1000,0,0,5,12,14,13,2,18,0,0,0,0,0,0
116.286064,39.850744800000001,14,0,0,0,1000,0,0,3,15,13,12,0,0,0,0,0,0,0,0
116.2859469,39.850730800000001,15,0,0,0,1000,0,0,1,14,0,0,0,0,0,0,0,0,0,0
116.2870968,39.851356199999998,16,0,0,0,1000,0,0,3,17,4,5,0,0,0,0,0,0,0,0
116.2870563,39.851597900000002,17,0,0,0,1000,0,0,1,16,0,0,0,0,0,0,0,0,0,0
116.2862858,39.851117100000003,18,0,0,0,1000,0,0,3,13,2,4,0,0,0,0,0,0,0,0
