14,12,15,12345
0,39.850744800000001,116.286064,0
1587431026.0220447,39.850745799999999,116.2860757,-174.023
1587431027.1590865,39.850746899999997,116.28608749999999,-174.47200000000001
1587431028.2005525,39.850748000000003,116.2860993,-174.71799999999999
1587431029.2416055,39.850748699999997,116.2861111,-174.67099999999999
1587431030.2772944,39.850749999999998,116.28612270000001,-174.95099999999999
1587431031.2816758,39.850750699999999,116.2861345,-174.905
1587431032.3015673,39.850751700000004,116.2861462,-173.96199999999999
1587431033.318536,39.850752700000001,116.28615790000001,-173.471
1587431034.3647804,39.8507538,116.2861697,-172.62700000000001
1587431035.3841498,39.850755300000003,116.2861814,-172.30000000000001
1587431036.3838723,39.850756599999997,116.28619310000001,-172.053
1587431037.3776639,39.850757899999998,116.2862047,-171.846
1587431038.4028516,39.850759199999999,116.28621649999999,-173.68899999999999
0,39.850762400000001,116.2862312,0
